account_id,name,industry,employee_count,arr,region,owner_id,created_at
54,Acme Holdings,Financial Services,,33401,North America,3,2021-05-22T00:00:00
55,Elevate Enterprises,Retail,40390,1781045,LATAM,8,2023-05-01T00:00:00
56,Pinnacle Digital,Professional Services,119,44500,EMEA,14,2021-07-28T00:00:00
57,Acme Technologies,Education,12870,1517024,EMEA,11,2021-01-21T00:00:00
58,Acme Partners,,37549,999909,LATAM,1,2022-07-10T00:00:00
59,Atlas Labs,Retail,144,25204,APAC,15,2024-01-28T00:00:00
60,Pinnacle Inc,Financial Services,674,50754,EMEA,14,2024-03-30T00:00:00
61,Optima Group,Healthcare,89,31608,North America,7,2022-07-29T00:00:00
62,Velocity Networks,Education,,149080,EMEA,5,2020-09-08T00:00:00
63,Vertex Corp,Government,,100247,North America,3,2024-05-01T00:00:00
64,Synergy Inc,Technology,104,36191,APAC,4,2023-07-07T00:00:00
65,Optima Systems,,1558,174987,LATAM,14,2021-12-13T00:00:00
66,Optima Solutions,Government,568,52073,EMEA,15,2024-04-18T00:00:00
67,Nexus Platforms,,458,139182,EMEA,9,2020-04-15T00:00:00
68,Pinnacle Analytics,Financial Services,809,128215,LATAM,15,2024-08-04T00:00:00
69,Nexus Dynamics,Professional Services,119,34030,North America,10,2022-05-22T00:00:00
70,Zenith Enterprises,Professional Services,941,56668,North America,11,2020-08-28T00:00:00
71,Apex Solutions,Retail,985,-103698,North America,8,2024-01-29T00:00:00
72,Pacific Corp,Retail,1476,240953,North America,1,2020-08-29T00:00:00
73,Nova Group,Manufacturing,29,35332,LATAM,8,2020-04-19T00:00:00
74,Acme Holdings,Manufacturing,1884,101945,LATAM,10,2023-11-28T00:00:00
75,Optima Solutions,Professional Services,140,42733,LATAM,16,2024-05-25T00:00:00
76,Elevate Holdings,Media & Entertainment,199,22138,North America,4,2020-05-23T00:00:00
77,Apex Group,Healthcare,617,204248,LATAM,5,2024-01-23T00:00:00
78,Apex Inc,Professional Services,160,32250,APAC,14,2022-02-16T00:00:00
79,Apex Software,Financial Services,76,47831,APAC,12,2020-05-07T00:00:00
80,Optima Enterprises,Government,1007,18837,LATAM,9,2021-07-16T00:00:00
81,Velocity Dynamics,Healthcare,105,45428,APAC,11,2023-06-04T00:00:00
82,Apex Networks,Healthcare,1780,41655,APAC,7,2020-10-24T00:00:00
83,Global Dynamics,Energy,163,15201,LATAM,8,2024-11-29T00:00:00
84,Nexus Group,Government,54,2086,APAC,16,2024-08-07T00:00:00
85,Velocity Platforms,Retail,1339,138149,EMEA,6,2020-10-15T00:00:00
86,Velocity Inc,Retail,1058,107242,EMEA,9,2021-03-11T00:00:00
87,Atlas Solutions,Retail,196,37881,EMEA,13,2021-04-03T00:00:00
88,Fusion Holdings,Transportation,183,11755,LATAM,12,2023-09-21T00:00:00
89,Acme Enterprises,Media & Entertainment,364,25332,LATAM,13,2024-01-07T00:00:00
90,Vertex Dynamics,Media & Entertainment,1122,134468,APAC,16,2024-11-04T00:00:00
91,Apex Enterprises,Financial Services,23809,1132257,EMEA,5,2022-07-30T00:00:00
92,Synergy Partners,Education,62,39082,APAC,14,2022-02-01T00:00:00
93,Nova Networks,Media & Entertainment,77,39392,LATAM,2,2023-06-23T00:00:00
94,Horizon Solutions,Media & Entertainment,1818,37743,EMEA,2,2023-01-11T00:00:00
95,Optima Inc,Manufacturing,26486,683903,LATAM,3,2024-07-19T00:00:00
96,Optima Holdings,Energy,112,1623,APAC,15,2024-07-17T00:00:00
97,Catalyst Analytics,Education,475,226866,EMEA,1,2021-12-05T00:00:00
98,Atlas Software,Transportation,46914,1059058,LATAM,4,2022-01-11T00:00:00
99,Horizon Dynamics,Media & Entertainment,158,29331,APAC,13,2020-05-09T00:00:00
100,Global Group,Retail,25,6248,North America,8,2023-05-02T00:00:00
101,Global Dynamics,Energy,89,10704,LATAM,14,2022-12-13T00:00:00
102,Summit Services,Healthcare,61,41443,North America,14,2021-02-02T00:00:00
103,Quantum Technologies,Financial Services,1808,128449,APAC,14,2022-04-22T00:00:00
104,Velocity Dynamics,Healthcare,63,41495,APAC,4,2022-03-23T00:00:00
105,Acme Digital,Healthcare,573,242614,APAC,10,2021-12-22T00:00:00
106,Synergy Technologies,Financial Services,380,232198,APAC,6,2020-04-03T00:00:00
107,Nova Services,Healthcare,129,11242,APAC,5,2021-07-06T00:00:00
108,Vertex Platforms,Transportation,128,18444,North America,5,2024-06-05T00:00:00
109,Zenith Networks,Healthcare,1411,71644,North America,7,2023-02-09T00:00:00
110,Synergy Holdings,Financial Services,16,25622,LATAM,1,2021-10-26T00:00:00
111,Nova Holdings,Financial Services,23459,279655,LATAM,2,2024-02-22T00:00:00
112,Nexus Services,Professional Services,1301,208656,North America,11,2020-09-19T00:00:00
113,Global Networks,,125,5806,,4,2024-01-11T00:00:00
114,Synergy Solutions,Media & Entertainment,41540,835544,EMEA,5,2023-07-01T00:00:00
115,Pinnacle Partners,Technology,1814,14733,EMEA,16,2024-08-31T00:00:00
116,Horizon Technologies,Transportation,135,46208,APAC,3,2022-08-04T00:00:00
117,Fusion Networks,Retail,134,22363,North America,11,2022-02-19T00:00:00
118,Zenith Software,Government,181,24903,EMEA,14,2021-03-17T00:00:00
119,Zenith Networks,Transportation,55,25279,EMEA,4,2020-04-22T00:00:00
120,Quantum Labs,Technology,187,35357,North America,6,2024-12-09T00:00:00
121,Fusion Technologies,Education,1470,132398,North America,8,2020-12-17T00:00:00
122,Elevate Dynamics,Healthcare,12576,1586456,LATAM,2,2020-08-03T00:00:00
123,Quantum Technologies,Manufacturing,107,32850,,10,2022-04-26T00:00:00
124,Optima Technologies,Media & Entertainment,28600,101974,North America,12,2021-09-16T00:00:00
125,Acme Corp,Technology,466,184577,APAC,3,2024-07-08T00:00:00
126,Zenith Inc,,161,27434,LATAM,11,2023-02-13T00:00:00
127,Nexus Corp,Telecommunications,47256,1014283,APAC,2,2021-03-21T00:00:00
128,Catalyst Digital,Retail,40,27947,EMEA,5,2022-05-16T00:00:00
129,Global Networks,Technology,52,17023,North America,11,2020-07-13T00:00:00
130,Vertex Enterprises,Retail,175,42276,APAC,9,2023-03-16T00:00:00
131,Optima Platforms,Professional Services,1283,242524,EMEA,6,2023-10-14T00:00:00
132,Vanguard Labs,Telecommunications,29008,1097602,North America,4,2021-11-13T00:00:00
133,Summit Holdings,Professional Services,196,32947,APAC,2,2021-09-04T00:00:00
134,Quantum Digital,Education,136,14167,EMEA,11,2021-02-05T00:00:00
135,Acme Holdings,Technology,129,36014,EMEA,8,2020-05-27T00:00:00
136,Atlas Services,Government,109,19301,EMEA,12,2021-07-22T00:00:00
137,Elevate Digital,Media & Entertainment,62,35301,APAC,6,2021-05-04T00:00:00
138,Catalyst Group,Energy,945,224975,EMEA,5,2024-03-06T00:00:00
139,Optima Partners,Transportation,165,10202,EMEA,11,2023-12-06T00:00:00
140,Nova Services,Retail,81,37416,EMEA,13,2024-12-18T00:00:00
141,Catalyst Software,Retail,163,29451,APAC,11,2022-04-22T00:00:00
142,Velocity Enterprises,Media & Entertainment,73,15853,EMEA,15,2024-12-30T00:00:00
143,Velocity Dynamics,Financial Services,160,16446,EMEA,1,2023-05-12T00:00:00
144,Pinnacle Enterprises,Retail,152,20496,EMEA,7,2024-03-01T00:00:00
145,Nova Software,Manufacturing,74,22519,EMEA,8,2023-12-02T00:00:00
146,Horizon Labs,Retail,187,35793,EMEA,12,2024-07-25T00:00:00
147,Apex Software,Transportation,32645,836290,North America,7,2024-08-04T00:00:00
148,Synergy Technologies,Education,1019,45938,North America,11,2020-01-01T00:00:00
149,Quantum Solutions,Media & Entertainment,162,40725,EMEA,3,2023-11-01T00:00:00
150,Nexus Services,Financial Services,2877,1785234,APAC,7,2021-02-10T00:00:00
151,Vertex Inc,Financial Services,1801,52251,EMEA,11,2022-02-12T00:00:00
152,Catalyst Labs,Government,487,12239,APAC,14,2022-09-26T00:00:00
153,Nexus Technologies,Professional Services,129,1450,EMEA,3,2020-04-11T00:00:00
154,Nexus Analytics,Telecommunications,569,217420,APAC,3,2022-05-31T00:00:00
155,Acme Enterprises,Professional Services,1324,23967,,9,2023-01-08T00:00:00
156,Pacific Platforms,Technology,69,39533,APAC,1,2024-06-01T00:00:00
157,Horizon Software,Telecommunications,112,47328,EMEA,15,2024-08-19T00:00:00
158,Apex Corp,Retail,508,71850,LATAM,7,2023-12-04T00:00:00
159,Horizon Analytics,Energy,16,42998,North America,7,2020-08-20T00:00:00
160,Summit Inc,Manufacturing,564,28101,EMEA,15,2024-01-30T00:00:00
161,Velocity Services,Energy,,202439,APAC,14,2020-12-07T00:00:00
162,Atlas Enterprises,Transportation,15,2515,APAC,7,2023-09-24T00:00:00
163,Optima Inc,Telecommunications,202,14869,North America,11,2020-05-15T00:00:00
164,Pinnacle Solutions,Financial Services,271,58609,APAC,15,2024-08-09T00:00:00
165,Optima Technologies,Healthcare,120,27279,APAC,10,2020-10-04T00:00:00
166,Velocity Technologies,Retail,33,14084,LATAM,13,2024-04-06T00:00:00
167,Vanguard Software,Transportation,65,21089,LATAM,7,2021-11-12T00:00:00
168,Global Labs,Government,92,413,EMEA,14,2022-03-11T00:00:00
169,Nova Analytics,Transportation,409,-33128,North America,1,2021-12-11T00:00:00
170,Nova Analytics,Government,30472,293001,LATAM,4,2023-12-12T00:00:00
171,Elevate Enterprises,Education,,198705,LATAM,4,2024-12-19T00:00:00
172,Nexus Solutions,Telecommunications,1737,237830,EMEA,15,2024-03-21T00:00:00
173,Synergy Enterprises,Telecommunications,60,39028,EMEA,12,2022-10-21T00:00:00
174,Pinnacle Software,Healthcare,529,246082,EMEA,10,2023-04-06T00:00:00
175,Fusion Analytics,Transportation,1420,160419,EMEA,7,2023-10-12T00:00:00
176,Zenith Platforms,Retail,1026,247322,LATAM,13,2024-02-28T00:00:00
177,Pinnacle Technologies,Energy,74,24827,North America,6,2024-07-15T00:00:00
178,Quantum Group,Technology,992,123403,EMEA,9,2020-08-14T00:00:00
179,Vanguard Networks,Manufacturing,169,13019,North America,13,2022-02-23T00:00:00
180,Zenith Corp,Professional Services,577,35622,EMEA,5,2022-11-24T00:00:00
181,Atlas Labs,Transportation,1336,120298,APAC,13,2022-12-19T00:00:00
182,Zenith Platforms,Energy,44748,1413201,EMEA,5,2023-05-20T00:00:00
183,Nexus Inc,Retail,92,16050,,15,2024-09-08T00:00:00
184,Vanguard Dynamics,Technology,851,125885,LATAM,8,2023-10-27T00:00:00
185,Zenith Systems,Professional Services,111,2582,LATAM,4,2021-02-10T00:00:00
186,Pacific Networks,Media & Entertainment,1868,222835,LATAM,5,2024-08-08T00:00:00
187,Velocity Networks,Manufacturing,912,189831,APAC,13,2020-06-29T00:00:00
188,Summit Partners,,165,37658,LATAM,10,2022-01-22T00:00:00
189,Synergy Networks,Technology,17192,137683,North America,2,2024-12-07T00:00:00
190,Zenith Partners,Professional Services,754,94622,LATAM,12,2023-02-17T00:00:00
191,Global Enterprises,Financial Services,471,101852,North America,1,2021-03-26T00:00:00
192,Summit Inc,Energy,183,44148,EMEA,12,2024-04-16T00:00:00
193,Summit Corp,Manufacturing,29695,773767,LATAM,9,2023-05-05T00:00:00
194,Atlas Dynamics,Energy,1043,175197,North America,13,2022-01-28T00:00:00
195,Zenith Corp,Government,868,114837,LATAM,1,2022-07-24T00:00:00
196,Global Networks,Education,71,45198,EMEA,5,2020-10-27T00:00:00
197,Vertex Inc,Telecommunications,856,238148,LATAM,9,2024-05-22T00:00:00
198,Optima Enterprises,Government,142,25769,North America,4,2020-08-18T00:00:00
199,Quantum Group,Retail,28068,761603,LATAM,3,2023-02-21T00:00:00
200,Nova Digital,Transportation,1020,129659,EMEA,1,2023-09-18T00:00:00
201,Vertex Platforms,Retail,,126333,EMEA,15,2024-10-03T00:00:00
202,Global Digital,Government,974,248534,LATAM,7,2021-03-17T00:00:00
203,Quantum Dynamics,Telecommunications,14462,1151265,EMEA,7,2023-01-27T00:00:00
204,Atlas Group,Financial Services,484,145864,North America,16,2024-05-02T00:00:00
205,Nexus Solutions,Manufacturing,809,62164,LATAM,10,2022-05-24T00:00:00
206,Nexus Platforms,Healthcare,1104,183989,LATAM,10,2023-03-14T00:00:00
207,Atlas Technologies,Retail,129,25495,EMEA,16,2024-04-18T00:00:00
208,Fusion Digital,Energy,192,10115,LATAM,9,2021-12-09T00:00:00
209,Vertex Analytics,Transportation,73,26428,EMEA,15,2024-05-24T00:00:00
210,Apex Platforms,Government,683,18870,APAC,10,2022-10-13T00:00:00
211,Synergy Services,Professional Services,60,12905,LATAM,13,2022-04-21T00:00:00
212,Nova Corp,Healthcare,846,15416,,8,2024-02-14T00:00:00
213,Atlas Digital,Professional Services,171,25031,North America,14,2020-05-26T00:00:00
214,Summit Digital,Education,54,38539,APAC,11,2024-03-17T00:00:00
215,Acme Holdings,Technology,15646,156309,LATAM,2,2020-09-24T00:00:00
216,Optima Labs,Manufacturing,111,49676,North America,8,2023-03-03T00:00:00
217,Vanguard Group,Healthcare,1760,241992,APAC,7,2023-03-29T00:00:00
218,Nexus Technologies,Manufacturing,147,30157,APAC,15,2024-02-08T00:00:00
219,Fusion Platforms,Education,,134344,North America,6,2021-08-25T00:00:00
220,Apex Analytics,Government,37391,892167,North America,7,2022-07-30T00:00:00
221,Elevate Partners,Government,15248,907750,APAC,8,2020-12-07T00:00:00
222,Vanguard Holdings,Energy,194,12417,North America,9,2022-02-25T00:00:00
223,Apex Analytics,Healthcare,85,16710,APAC,16,2024-03-31T00:00:00
224,Velocity Inc,Government,1460,202678,EMEA,16,2024-08-08T00:00:00
225,Synergy Networks,Government,42448,1051354,North America,5,2020-01-23T00:00:00
226,Pacific Dynamics,Media & Entertainment,1699,215366,LATAM,2,2020-04-06T00:00:00
227,Vanguard Technologies,Telecommunications,1225,134361,North America,3,2022-07-01T00:00:00
228,Summit Partners,Retail,56,38653,North America,3,2023-01-31T00:00:00
229,Fusion Platforms,Manufacturing,87,2478,North America,5,2020-06-22T00:00:00
230,Summit Analytics,Retail,27107,1320068,,12,2021-03-12T00:00:00
231,Nexus Enterprises,Telecommunications,67,24207,LATAM,10,2024-11-26T00:00:00
232,Pinnacle Technologies,Education,1385,51871,North America,2,2023-11-13T00:00:00
233,Synergy Technologies,Government,157,35137,APAC,14,2024-11-04T00:00:00
234,Summit Labs,Manufacturing,184,27701,APAC,15,2024-07-16T00:00:00
235,Apex Technologies,Professional Services,1591,228826,LATAM,7,2022-07-20T00:00:00
236,Velocity Holdings,Telecommunications,1137,49062,LATAM,1,2021-12-25T00:00:00
237,Catalyst Analytics,Education,74,37938,EMEA,13,2024-09-11T00:00:00
238,Velocity Holdings,Financial Services,38,34215,EMEA,14,2024-09-17T00:00:00
239,Synergy Networks,Government,,20069,EMEA,7,2020-07-08T00:00:00
240,Acme Dynamics,Financial Services,1153,149161,EMEA,9,2021-09-30T00:00:00
241,Zenith Partners,Retail,1357,25900,North America,8,2024-07-25T00:00:00
242,Atlas Dynamics,Education,,97303,North America,10,2024-10-30T00:00:00
243,Summit Holdings,Transportation,1241,216262,North America,2,2020-04-09T00:00:00
244,Horizon Software,Retail,444,203904,APAC,3,2022-01-23T00:00:00
245,Acme Services,Telecommunications,148,24055,LATAM,4,2024-12-29T00:00:00
246,Atlas Inc,Financial Services,1031,127884,EMEA,16,2024-05-28T00:00:00
247,Acme Enterprises,Media & Entertainment,116,31657,EMEA,9,2023-06-23T00:00:00
248,Fusion Corp,,613,37343,North America,2,2021-03-15T00:00:00
249,Apex Solutions,Professional Services,1735,68966,EMEA,6,2020-07-13T00:00:00
250,Global Analytics,Retail,1045,77943,North America,3,2023-08-02T00:00:00
251,Quantum Dynamics,,120,2708,EMEA,6,2021-11-13T00:00:00
252,Velocity Platforms,Manufacturing,1692,215735,LATAM,12,2020-03-22T00:00:00
253,Zenith Dynamics,,27104,673977,LATAM,1,2022-05-07T00:00:00
254,Global Holdings,Education,,200913,EMEA,8,2022-09-14T00:00:00
255,Nexus Technologies,Education,11621,1983099,APAC,7,2020-06-25T00:00:00
256,Summit Inc,Transportation,200,24964,EMEA,5,2021-03-02T00:00:00
257,Zenith Technologies,Technology,267,37736,EMEA,1,2020-03-27T00:00:00
258,Elevate Digital,Financial Services,1547,230895,LATAM,7,2022-09-05T00:00:00
259,Global Partners,Healthcare,44004,1063759,LATAM,5,2024-01-05T00:00:00
260,Apex Digital,Government,149,22524,North America,14,2020-10-05T00:00:00
261,Nova Holdings,Technology,1650,75919,APAC,10,2024-07-23T00:00:00
262,Velocity Networks,Professional Services,41,47662,APAC,14,2020-11-21T00:00:00
263,Pinnacle Partners,Retail,1212,37188,APAC,16,2024-03-28T00:00:00
264,Apex Digital,Transportation,24175,73086,APAC,3,2023-08-14T00:00:00
265,Horizon Group,Professional Services,73,21143,EMEA,10,2021-06-26T00:00:00
266,Acme Enterprises,Financial Services,1705,159398,LATAM,15,2024-06-27T00:00:00
267,Catalyst Inc,Healthcare,903,205432,APAC,9,2020-02-24T00:00:00
268,Optima Platforms,Media & Entertainment,1733,219700,LATAM,14,2021-06-26T00:00:00
269,Nexus Systems,Media & Entertainment,1983,171603,EMEA,7,2022-05-08T00:00:00
270,Nexus Solutions,Financial Services,157,38201,EMEA,3,2023-05-18T00:00:00
271,Apex Holdings,Technology,147,39926,LATAM,12,2021-12-24T00:00:00
272,Summit Dynamics,Telecommunications,129,20776,North America,10,2023-08-12T00:00:00
273,Pacific Holdings,Education,141,2510,LATAM,10,2023-01-11T00:00:00
274,Catalyst Group,Retail,135,18780,APAC,15,2024-07-30T00:00:00
275,Acme Partners,Retail,37923,1254305,North America,6,2022-02-01T00:00:00
276,Atlas Solutions,Telecommunications,1219,137520,LATAM,4,2021-01-09T00:00:00
277,Atlas Enterprises,Media & Entertainment,,1612512,,4,2021-07-09T00:00:00
278,Optima Dynamics,Financial Services,63,35971,LATAM,8,2022-05-01T00:00:00
279,Velocity Holdings,Telecommunications,125,9828,LATAM,12,2022-02-21T00:00:00
280,Elevate Dynamics,Government,46480,1340864,EMEA,8,2022-10-01T00:00:00
281,Elevate Enterprises,Financial Services,36871,1471971,LATAM,10,2021-03-08T00:00:00
282,Pinnacle Software,Professional Services,143,41417,LATAM,9,2020-08-11T00:00:00
283,Elevate Inc,Technology,132,28537,LATAM,16,2024-12-04T00:00:00
284,Global Dynamics,Manufacturing,101,16270,APAC,14,2022-11-20T00:00:00
285,Pacific Holdings,Transportation,369,194032,North America,1,2023-02-01T00:00:00
286,Nexus Systems,Transportation,16148,202502,EMEA,6,2022-08-10T00:00:00
287,Horizon Labs,Education,192,22162,EMEA,2,2020-12-01T00:00:00
288,Horizon Software,Telecommunications,12,15950,EMEA,8,2024-01-06T00:00:00
289,Fusion Group,Retail,118,1167,LATAM,4,2021-02-10T00:00:00
290,Catalyst Labs,Media & Entertainment,96,4364,North America,4,2024-05-21T00:00:00
291,Vertex Technologies,Technology,200,-6845,LATAM,16,2024-08-11T00:00:00
292,Summit Networks,Retail,1926,235915,North America,3,2022-07-13T00:00:00
293,Velocity Systems,Energy,361,-104816,LATAM,9,2024-10-21T00:00:00
294,Acme Platforms,Transportation,121,37337,North America,16,2024-03-15T00:00:00
295,Synergy Enterprises,Government,44,11308,EMEA,2,2022-09-12T00:00:00
296,Zenith Dynamics,Retail,127,45706,APAC,7,2021-01-17T00:00:00
297,Horizon Corp,Government,1185,218306,APAC,8,2024-09-22T00:00:00
298,Apex Digital,Professional Services,11947,1009804,LATAM,6,2022-06-09T00:00:00
299,Horizon Enterprises,Healthcare,625,211694,APAC,6,2022-02-06T00:00:00
300,Nova Digital,Professional Services,1214,195973,EMEA,14,2023-11-28T00:00:00
301,Atlas Partners,Telecommunications,200,23838,EMEA,3,2024-01-22T00:00:00
302,Catalyst Partners,Telecommunications,,23285,EMEA,5,2020-01-10T00:00:00
303,Pacific Software,Government,150,9431,EMEA,12,2021-12-08T00:00:00
304,Vertex Analytics,Energy,1815,43605,LATAM,12,2024-02-23T00:00:00
305,Zenith Analytics,Education,149,26575,EMEA,4,2021-07-28T00:00:00
306,Global Inc,Energy,1106,45999,LATAM,2,2022-03-16T00:00:00
307,Summit Software,Education,92,-11753,LATAM,16,2024-09-28T00:00:00
308,Vanguard Solutions,,,1139817,EMEA,12,2022-02-17T00:00:00
309,Vertex Enterprises,Government,1826,180298,APAC,9,2024-02-23T00:00:00
310,Velocity Corp,Financial Services,166,28576,,12,2021-01-01T00:00:00
311,Quantum Platforms,Energy,98,24294,North America,5,2022-11-08T00:00:00
312,Global Analytics,Government,1730,113953,North America,15,2024-09-15T00:00:00
313,Zenith Corp,Technology,,71998,EMEA,16,2024-09-10T00:00:00
314,Pinnacle Inc,Transportation,47320,649465,LATAM,15,2024-04-15T00:00:00
315,Nova Services,Media & Entertainment,118,28283,LATAM,12,2024-05-19T00:00:00
316,Pinnacle Inc,Transportation,100,10889,APAC,13,2022-11-11T00:00:00
317,Global Labs,Financial Services,717,163927,EMEA,1,2021-11-06T00:00:00
318,Pacific Group,Technology,810,23967,EMEA,1,2022-03-09T00:00:00
319,Apex Platforms,Technology,3469,707025,LATAM,1,2024-08-29T00:00:00
320,Acme Networks,Media & Entertainment,19,5567,North America,14,2021-03-01T00:00:00
321,Fusion Networks,Media & Entertainment,85,33369,LATAM,1,2023-09-14T00:00:00
322,Nexus Technologies,Professional Services,118,38297,North America,11,2020-10-05T00:00:00
323,Elevate Software,Education,44806,865314,North America,6,2020-01-28T00:00:00
324,Quantum Group,Government,647,145534,EMEA,2,2021-05-21T00:00:00
325,Optima Services,Healthcare,127,5659,APAC,9,2024-05-14T00:00:00
326,Pinnacle Corp,Media & Entertainment,506,36318,EMEA,9,2020-03-13T00:00:00
327,Vanguard Enterprises,Retail,69,21054,North America,4,2022-07-29T00:00:00
328,Catalyst Holdings,Telecommunications,136,43037,EMEA,16,2024-09-10T00:00:00
329,Optima Networks,Retail,1655,111349,,2,2024-01-21T00:00:00
330,Synergy Analytics,Energy,177,24040,LATAM,15,2024-05-02T00:00:00
331,Summit Technologies,Technology,971,136002,APAC,7,2024-12-07T00:00:00
332,Velocity Platforms,Technology,968,193388,APAC,3,2020-11-19T00:00:00
333,Vertex Partners,Telecommunications,197,17073,North America,9,2023-06-03T00:00:00
334,Quantum Group,Media & Entertainment,49,6614,EMEA,15,2024-10-06T00:00:00
335,Vanguard Analytics,Financial Services,110,31931,LATAM,14,2024-07-23T00:00:00
336,Global Corp,Energy,25855,1429809,LATAM,7,2023-03-15T00:00:00
337,Apex Labs,Manufacturing,382,68725,EMEA,16,2024-05-05T00:00:00
338,Horizon Software,Manufacturing,7577,1862421,APAC,5,2023-04-23T00:00:00
339,Zenith Group,Government,185,25260,APAC,12,2023-04-13T00:00:00
340,Synergy Partners,Manufacturing,12,49634,EMEA,12,2023-03-19T00:00:00
341,Acme Technologies,Government,30,15067,LATAM,11,2024-06-06T00:00:00
342,Optima Dynamics,Government,73,13934,EMEA,6,2020-08-13T00:00:00
343,Vertex Labs,Transportation,36198,761008,North America,3,2024-09-01T00:00:00
344,Synergy Systems,Telecommunications,5335,461765,EMEA,16,2024-09-05T00:00:00
345,Zenith Partners,Manufacturing,1129,108695,EMEA,16,2024-04-16T00:00:00
346,Apex Inc,Education,101,31694,EMEA,5,2021-07-08T00:00:00
347,Fusion Inc,Telecommunications,1655,110123,North America,4,2020-06-25T00:00:00
348,Quantum Inc,Education,180,31249,North America,14,2024-01-03T00:00:00
349,Elevate Holdings,Retail,188,30181,APAC,4,2023-01-09T00:00:00
